,Account Status,Duration,Credit History,Purpose,Credit Amount,Savings,Employment,Installment rate,Sex,Other debtors,Residence,Property,Age,Other installments,Housing,Number of credits,Job,Maintenance,Telephone,Foreign,label_value,score
659,<200,18,critical account,furniture/equipment,6361,<100,>= 7 years,2,male single,none,1,no,Middle2,none,own,1,skilled employee / official,1,yes,yes,1,1.0
660,>200,12,existing credits paid back duly till now,radio/television,1297,<100,1 <= < 4 years,3,male married/widowed,none,4,real estate,Younger,none,rent,1,skilled employee / official,1,none,yes,1,1.0
661,<0,12,existing credits paid back duly till now,car (new),900,no,1 <= < 4 years,4,male married/widowed,none,2,car or other,Younger,none,own,1,skilled employee / official,1,none,yes,0,0.0
662,no,21,existing credits paid back duly till now,furniture/equipment,2241,<100,>= 7 years,4,male single,none,2,real estate,Older,none,own,2,skilled employee / official,1,none,yes,1,1.0
663,<200,6,delay in paying off,furniture/equipment,1050,<100,unemployed,4,male single,none,1,savings agreement/life insurance,Middle2,store,own,2,management/ highly qualified employee,1,yes,yes,1,1.0
664,>200,6,critical account,education,1047,<100,1 <= < 4 years,2,female divorced/separated/married,none,4,savings agreement/life insurance,Older,none,own,1,unskilled - resident,1,none,yes,1,1.0
665,no,24,critical account,others,6314,<100,unemployed,4,male single,co-applicant,2,no,Middle1,bank,own,2,management/ highly qualified employee,1,yes,yes,1,1.0
666,<200,30,all credits at this bank paid back duly,furniture/equipment,3496,>1000,1 <= < 4 years,4,male single,none,2,car or other,Middle2,store,own,1,skilled employee / official,2,yes,yes,1,0.0
667,no,48,all credits at this bank paid back duly,business,3609,<100,1 <= < 4 years,1,female divorced/separated/married,none,1,real estate,Middle1,store,own,1,skilled employee / official,1,none,yes,1,0.0
668,<0,12,critical account,car (new),4843,<100,>= 7 years,3,male single,co-applicant,4,savings agreement/life insurance,Older,none,rent,2,skilled employee / official,1,yes,yes,0,1.0
669,>200,30,critical account,radio/television,3017,<100,>= 7 years,4,male single,none,4,savings agreement/life insurance,Older,none,own,1,skilled employee / official,1,none,yes,1,1.0
670,no,24,critical account,business,4139,<500,1 <= < 4 years,3,male single,none,3,savings agreement/life insurance,Middle1,none,own,2,unskilled - resident,1,yes,yes,1,1.0
671,no,36,existing credits paid back duly till now,business,5742,<500,4 <= < 7 years,2,male single,none,2,car or other,Middle1,none,own,2,skilled employee / official,1,yes,yes,1,1.0
672,no,60,existing credits paid back duly till now,car (new),10366,<100,>= 7 years,2,male single,none,4,savings agreement/life insurance,Older,none,own,1,management/ highly qualified employee,1,yes,yes,1,0.0
673,no,6,critical account,car (new),2080,<1000,1 <= < 4 years,1,male married/widowed,none,2,car or other,Younger,none,own,1,skilled employee / official,1,none,yes,1,1.0
674,no,21,delay in paying off,business,2580,<1000,< 1 year,4,male single,none,2,real estate,Middle2,bank,own,1,unskilled - resident,2,none,yes,0,1.0
675,no,30,critical account,radio/television,4530,<100,4 <= < 7 years,4,female divorced/separated/married,none,4,car or other,Younger,none,rent,1,management/ highly qualified employee,1,yes,yes,1,1.0
676,no,24,critical account,furniture/equipment,5150,<100,>= 7 years,4,male single,none,4,car or other,Middle2,none,own,1,skilled employee / official,1,yes,yes,1,1.0
677,<200,72,existing credits paid back duly till now,radio/television,5595,<500,1 <= < 4 years,2,male married/widowed,none,2,car or other,Younger,none,own,1,skilled employee / official,1,none,yes,0,0.0
678,<0,24,existing credits paid back duly till now,radio/television,2384,<100,>= 7 years,4,male single,none,4,real estate,Older,bank,rent,1,unskilled - resident,1,none,yes,1,0.0
679,no,18,existing credits paid back duly till now,radio/television,1453,<100,< 1 year,3,female divorced/separated/married,none,1,real estate,Younger,none,own,1,skilled employee / official,1,none,yes,1,1.0
680,no,6,existing credits paid back duly till now,education,1538,<100,< 1 year,1,female divorced/separated/married,none,2,no,Older,none,own,1,skilled employee / official,1,none,yes,1,1.0
681,no,12,existing credits paid back duly till now,radio/television,2279,no,1 <= < 4 years,4,male single,none,4,no,Middle2,none,for free,1,skilled employee / official,1,yes,yes,1,1.0
682,no,15,delay in paying off,radio/television,1478,<100,1 <= < 4 years,4,male married/widowed,none,3,real estate,Middle2,bank,own,2,skilled employee / official,1,none,yes,1,1.0
683,no,24,critical account,radio/television,5103,<100,< 1 year,3,male married/widowed,none,3,no,Older,none,for free,3,skilled employee / official,1,yes,yes,1,1.0
684,<200,36,delay in paying off,business,9857,<500,4 <= < 7 years,1,male single,none,3,savings agreement/life insurance,Middle1,none,own,2,unskilled - resident,2,yes,yes,1,1.0
685,no,60,existing credits paid back duly till now,car (new),6527,no,1 <= < 4 years,4,male single,none,4,no,Middle2,none,for free,1,skilled employee / official,2,yes,yes,1,0.0
686,>200,10,critical account,radio/television,1347,no,4 <= < 7 years,4,male single,none,2,savings agreement/life insurance,Middle1,none,own,2,skilled employee / official,1,yes,yes,1,1.0
687,<200,36,delay in paying off,car (new),2862,<500,>= 7 years,4,male single,none,3,no,Middle1,none,for free,1,skilled employee / official,1,none,yes,1,0.0
688,no,9,existing credits paid back duly till now,radio/television,2753,<500,>= 7 years,3,male single,co-applicant,4,car or other,Middle2,none,own,1,skilled employee / official,1,yes,yes,1,1.0
689,<0,12,existing credits paid back duly till now,car (new),3651,>1000,1 <= < 4 years,1,male single,none,3,savings agreement/life insurance,Middle1,none,own,1,skilled employee / official,2,none,yes,1,1.0
690,<0,15,critical account,furniture/equipment,975,<100,1 <= < 4 years,2,male divorced/separated,none,3,savings agreement/life insurance,Younger,none,own,2,skilled employee / official,1,none,yes,1,1.0
691,<200,15,existing credits paid back duly till now,repairs,2631,<500,1 <= < 4 years,3,female divorced/separated/married,none,2,real estate,Younger,none,own,1,unskilled - resident,1,none,yes,1,1.0
692,<200,24,existing credits paid back duly till now,radio/television,2896,<500,< 1 year,2,male single,none,1,car or other,Middle1,none,own,1,skilled employee / official,1,none,yes,1,1.0
693,<0,6,critical account,car (new),4716,no,< 1 year,1,male single,none,3,real estate,Older,none,own,2,unskilled - resident,2,none,yes,1,1.0
694,no,24,existing credits paid back duly till now,radio/television,2284,<100,4 <= < 7 years,4,male single,none,2,car or other,Middle1,none,own,1,skilled employee / official,1,yes,yes,1,1.0
695,no,6,existing credits paid back duly till now,car (used),1236,<1000,1 <= < 4 years,2,male single,none,4,savings agreement/life insurance,Older,none,rent,1,skilled employee / official,1,none,yes,1,1.0
696,<200,12,existing credits paid back duly till now,radio/television,1103,<100,4 <= < 7 years,4,male single,guarantor,3,real estate,Middle1,none,own,2,skilled employee / official,1,none,no,1,1.0
697,no,12,critical account,car (new),926,<100,unemployed,1,female divorced/separated/married,none,2,savings agreement/life insurance,Middle2,none,own,1,unemployed/ unskilled  - non-resident,1,none,yes,1,1.0
698,no,18,critical account,radio/television,1800,<100,1 <= < 4 years,4,male single,none,2,car or other,Younger,none,own,2,skilled employee / official,1,none,yes,1,1.0
699,>200,15,existing credits paid back duly till now,education,1905,<100,>= 7 years,4,male single,none,4,car or other,Middle2,none,rent,1,management/ highly qualified employee,1,yes,yes,1,0.0
700,no,12,existing credits paid back duly till now,furniture/equipment,1123,<1000,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,Middle1,none,rent,1,unskilled - resident,1,none,yes,0,1.0
701,<0,48,critical account,car (used),6331,<100,>= 7 years,4,male single,none,4,no,Older,none,for free,2,skilled employee / official,1,yes,yes,0,0.0
702,>200,24,existing credits paid back duly till now,radio/television,1377,<500,>= 7 years,4,female divorced/separated/married,none,2,no,Older,none,for free,1,skilled employee / official,1,yes,yes,1,1.0
703,<200,30,delay in paying off,business,2503,<500,>= 7 years,4,male single,none,2,savings agreement/life insurance,Middle2,store,own,2,skilled employee / official,1,none,yes,1,0.0
704,<200,27,existing credits paid back duly till now,business,2528,<100,< 1 year,4,female divorced/separated/married,none,1,savings agreement/life insurance,Middle1,none,own,1,skilled employee / official,2,yes,yes,1,0.0
705,no,15,existing credits paid back duly till now,car (new),5324,<1000,>= 7 years,1,female divorced/separated/married,none,4,no,Middle2,none,for free,1,skilled employee / official,1,none,yes,1,1.0
706,<200,48,existing credits paid back duly till now,car (new),6560,<500,4 <= < 7 years,3,male single,none,2,savings agreement/life insurance,Younger,none,own,1,skilled employee / official,1,none,yes,0,0.0
707,<200,12,no credits taken,furniture/equipment,2969,<100,< 1 year,4,female divorced/separated/married,none,3,savings agreement/life insurance,Younger,none,rent,2,skilled employee / official,1,none,yes,0,0.0
708,<200,9,existing credits paid back duly till now,radio/television,1206,<100,>= 7 years,4,female divorced/separated/married,none,4,real estate,Younger,none,own,1,skilled employee / official,1,none,yes,1,1.0
709,<200,9,existing credits paid back duly till now,radio/television,2118,<100,1 <= < 4 years,2,male single,none,2,real estate,Middle2,none,own,1,unskilled - resident,2,none,yes,1,1.0
710,no,18,critical account,radio/television,629,<1000,>= 7 years,4,male single,none,3,savings agreement/life insurance,Middle1,bank,own,2,management/ highly qualified employee,1,yes,yes,1,1.0
711,<0,6,all credits at this bank paid back duly,education,1198,<100,>= 7 years,4,female divorced/separated/married,none,4,no,Middle2,none,for free,1,skilled employee / official,1,none,yes,0,0.0
712,no,21,existing credits paid back duly till now,car (used),2476,no,>= 7 years,4,male single,none,4,real estate,Older,none,own,1,management/ highly qualified employee,1,yes,yes,1,1.0
713,<0,9,critical account,radio/television,1138,<100,1 <= < 4 years,4,male single,none,4,real estate,Younger,none,own,2,unskilled - resident,1,none,yes,1,1.0
714,<200,60,existing credits paid back duly till now,car (new),14027,<100,4 <= < 7 years,4,male single,none,2,no,Middle1,none,own,1,management/ highly qualified employee,1,yes,yes,0,0.0
715,no,30,critical account,car (used),7596,no,>= 7 years,1,male single,none,4,car or other,Older,none,own,2,skilled employee / official,1,none,yes,1,1.0
716,no,30,critical account,radio/television,3077,no,>= 7 years,3,male single,none,2,car or other,Middle2,none,own,2,skilled employee / official,2,yes,yes,1,1.0
717,no,18,existing credits paid back duly till now,radio/television,1505,<100,1 <= < 4 years,4,male single,none,2,no,Middle1,none,for free,1,management/ highly qualified employee,1,yes,yes,1,1.0
718,>200,24,critical account,radio/television,3148,no,1 <= < 4 years,3,male single,none,2,car or other,Middle1,none,own,2,skilled employee / official,1,yes,yes,1,1.0
719,<200,20,no credits taken,car (used),6148,<500,>= 7 years,3,male married/widowed,none,4,car or other,Middle1,bank,own,2,skilled employee / official,1,yes,yes,1,0.0
720,>200,9,no credits taken,radio/television,1337,<100,< 1 year,4,male single,none,2,car or other,Middle2,none,own,2,management/ highly qualified employee,1,yes,yes,0,1.0
721,<200,6,all credits at this bank paid back duly,education,433,>1000,< 1 year,4,female divorced/separated/married,none,2,savings agreement/life insurance,Younger,bank,rent,1,skilled employee / official,2,none,yes,0,1.0
722,<0,12,existing credits paid back duly till now,car (new),1228,<100,1 <= < 4 years,4,female divorced/separated/married,none,2,real estate,Younger,none,own,1,unskilled - resident,1,none,yes,0,1.0
723,<200,9,existing credits paid back duly till now,radio/television,790,<1000,1 <= < 4 years,4,female divorced/separated/married,none,3,real estate,Older,none,own,1,unskilled - resident,1,none,yes,1,1.0
724,no,27,existing credits paid back duly till now,car (new),2570,<100,1 <= < 4 years,3,female divorced/separated/married,none,3,real estate,Younger,none,rent,1,skilled employee / official,1,none,yes,0,1.0
725,no,6,critical account,car (new),250,>1000,1 <= < 4 years,2,female divorced/separated/married,none,2,real estate,Middle2,bank,own,2,unskilled - resident,1,none,yes,1,1.0
726,no,15,critical account,radio/television,1316,<1000,1 <= < 4 years,2,male married/widowed,none,2,savings agreement/life insurance,Older,none,own,2,unskilled - resident,1,none,yes,1,1.0
727,<0,18,existing credits paid back duly till now,radio/television,1882,<100,1 <= < 4 years,4,female divorced/separated/married,none,4,car or other,Younger,bank,rent,2,skilled employee / official,1,none,yes,0,1.0
728,<200,48,all credits at this bank paid back duly,business,6416,<100,>= 7 years,4,female divorced/separated/married,none,3,no,Older,none,rent,1,skilled employee / official,1,none,yes,0,0.0
729,>200,24,critical account,business,1275,>1000,1 <= < 4 years,2,male divorced/separated,none,4,real estate,Middle2,none,own,2,skilled employee / official,1,yes,yes,1,1.0
730,<200,24,delay in paying off,radio/television,6403,<100,< 1 year,1,male single,none,2,car or other,Middle2,none,own,1,skilled employee / official,1,none,yes,1,1.0
731,<0,24,existing credits paid back duly till now,radio/television,1987,<100,1 <= < 4 years,2,male single,none,4,real estate,Younger,none,rent,1,unskilled - resident,2,none,yes,0,1.0
732,<200,8,existing credits paid back duly till now,radio/television,760,<100,4 <= < 7 years,4,female divorced/separated/married,guarantor,2,real estate,Older,none,own,1,unskilled - resident,1,none,yes,1,1.0
733,no,24,existing credits paid back duly till now,car (used),2603,>1000,1 <= < 4 years,2,female divorced/separated/married,none,4,car or other,Middle1,none,rent,1,skilled employee / official,1,yes,yes,1,1.0
734,no,4,critical account,car (new),3380,<100,4 <= < 7 years,1,female divorced/separated/married,none,1,real estate,Middle2,none,own,1,skilled employee / official,2,none,yes,1,1.0
735,<200,36,all credits at this bank paid back duly,domestic appliances,3990,no,< 1 year,3,female divorced/separated/married,none,2,no,Middle1,bank,own,1,unemployed/ unskilled  - non-resident,1,none,yes,1,0.0
